title,popularity,release_date,runtime,vote_average,overview
Flipper,4.475007,5/17/1996,95,5.3,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime."
Self/less,66.097437,7/10/2015,116,6.3,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.
The Constant Gardener,20.679652,8/31/2005,129,6.8,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy."
The Passion of the Christ,38.171417,2/25/2004,127,6.9,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well."
Mrs. Doubtfire,30.884535,11/24/1993,125,7,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start."
Rain Man,49.510658,12/11/1988,133,7.6,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.
Gran Torino,50.7453,12/9/2008,116,7.8,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood."
W.,10.445391,10/17/2008,131,6.1,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bushâ€™s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bushâ€™s decision to invade Iraq."
Taken,80.879032,2/18/2008,93,7.2,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle."
The Best of Me,33.93914,10/16/2014,117,7.2,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.
The Bodyguard,26.576385,11/25/1992,129,6.1,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance."
Schindler's List,104.469351,11/29/1993,195,8.3,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
The Help,42.191509,8/9/2011,146,7.8,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines."
The Fifth Estate,20.267062,10/11/2013,128,5.7,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends."
Scooby-Doo 2: Monsters Unleashed,22.644275,3/24/2004,93,5.4,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?"
Viy,7.182761,1/30/2014,127,4.9,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world."
Freddy vs. Jason,26.69592,8/15/2003,97,5.8,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo."
The Face of an Angel,7.336256,9/6/2014,100,4.7,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.
Jimmy Neutron: Boy Genius,12.739721,12/21/2001,83,5.6,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents."
Cloverfield,46.942396,1/15/2008,85,6.4,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives."
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,3/22/1991,88,5.8,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants."
The Untouchables,38.272889,6/2/1987,119,7.6,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war."
